GEOID20,Tot_2016_sen,D_2016_sen,R_2016_sen,Tot_2016_pres,D_2016_pres,R_2016_pres,Tot_2020_pres,D_2020_pres,R_2020_pres,Tot_2018_ltg,D_2018_ltg,R_2018_ltg,Tot_2018_ag,D_2018_ag,R_2018_ag,Tot_2018_gov,D_2018_gov,R_2018_gov,Tot_2018_sen,D_2018_sen,R_2018_sen
32003002970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003807,1089,484,532,1108,490,541,1220,611,587,926,455,423,926,439,444,931,479,424,933,467,442
32003007414,929,443,413,944,465,433,1978,1121,829,1219,710,453,1219,665,477,1230,702,471,1227,727,456
32003001517,715,320,357,725,301,397,733,305,418,637,268,347,633,239,367,644,273,352,640,277,340
32003003730,1211,556,538,1232,564,577,1518,801,681,991,546,381,990,535,402,995,559,383,995,557,392
32003002352,771,321,390,786,320,414,921,407,504,714,318,355,719,313,371,721,319,375,721,331,362
32003006463,743,411,252,765,457,276,925,563,340,588,347,205,585,336,216,589,361,197,589,370,205
32003001603,632,393,180,649,425,200,858,542,300,554,358,169,554,349,180,563,368,175,562,381,165
32003001719,971,417,516,984,413,541,1046,487,548,915,399,490,913,373,509,918,416,488,920,406,494
32003005523,851,465,332,866,489,328,1010,582,413,715,429,249,717,414,272,723,424,272,723,441,269
32003002727,950,182,694,966,169,730,1153,188,938,852,176,589,846,144,639,859,145,600,856,155,644
32003003366,744,258,462,753,285,422,847,376,456,650,281,356,646,261,369,652,275,367,650,272,369
32003004560,441,332,71,450,342,88,524,380,136,349,265,63,349,262,65,353,260,72,352,267,63
32003002633,876,246,565,886,223,603,1020,291,706,781,243,493,777,224,518,783,233,518,783,234,519
32003005532,504,310,155,515,304,166,562,339,213,392,236,130,390,235,130,393,246,125,394,252,129
32003006664,617,342,222,631,364,243,682,411,261,472,280,167,473,278,172,475,288,161,475,293,159
32003001645,139,77,44,140,78,51,222,133,84,88,56,24,88,58,25,88,58,26,88,57,27
32003002732,955,382,469,983,403,515,1187,480,686,787,326,402,786,313,421,791,306,379,790,338,402
32003001410,1276,530,647,1299,555,636,1687,835,811,1171,571,540,1165,550,553,1176,593,529,1176,598,532
32003007416,623,297,263,637,338,245,810,490,299,520,310,175,521,293,187,526,316,184,526,316,184
32003002740,887,557,212,910,614,252,1100,719,352,589,372,172,596,370,179,598,371,181,596,386,175
32007000019,225,43,161,225,40,162,248,52,190,195,42,137,196,37,141,200,37,143,199,39,146
32003005595,526,340,142,535,349,154,608,387,196,436,285,120,433,273,140,439,291,129,440,299,126
32003004582,776,545,166,788,565,199,976,681,284,714,511,163,713,511,167,715,497,168,719,516,171
32003004530,630,485,95,643,508,104,809,567,230,447,342,70,445,348,78,450,346,80,454,356,73
32003007514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002634,665,249,385,677,251,366,856,406,426,593,269,297,593,255,312,599,272,302,597,280,300
32003005531,443,191,222,449,192,236,491,213,263,393,168,203,394,161,210,396,173,202,394,173,206
32003002662,225,100,102,230,93,117,282,119,153,178,93,74,178,88,81,179,99,72,179,92,80
32003002705,847,399,380,861,403,404,964,456,487,730,346,340,730,314,373,728,340,351,727,348,355
32007000008,630,150,430,632,141,426,739,188,524,512,144,325,512,132,347,514,119,358,513,135,354
32003005594,693,361,272,706,373,294,824,451,353,629,337,260,633,324,276,636,350,260,635,340,268
32003005614,462,349,60,475,377,68,573,442,110,298,236,37,299,243,43,300,240,39,300,241,43
32003006725,1038,486,468,1058,519,480,1632,854,746,1084,547,483,1084,522,502,1093,566,483,1095,566,492
32003006717,441,206,200,451,220,204,974,454,509,462,231,204,461,221,214,463,242,204,462,241,211
32003006648,871,477,294,891,502,309,1315,760,526,727,432,248,731,427,265,731,436,253,734,444,255
32003006750,775,410,295,785,442,305,1216,699,499,762,472,257,753,435,278,762,463,266,761,474,263
32003006751,969,511,366,984,553,379,1748,948,769,949,586,319,954,546,348,954,574,332,954,586,331
32003007671,738,296,404,750,322,389,851,402,434,656,295,339,651,265,356,660,308,344,661,307,346
32003007733,877,372,437,886,388,433,949,468,461,728,334,361,726,318,376,729,344,361,728,350,356
32003004529,632,503,64,645,534,74,806,634,162,504,406,60,501,401,61,503,407,67,500,412,68
32003001624,466,237,191,474,239,201,556,300,245,401,205,175,400,201,180,403,213,172,402,212,176
32003006733,1074,566,401,1097,622,407,1829,1047,743,1008,602,353,1012,588,369,1015,602,360,1017,614,360
32003007415,1074,534,449,1091,523,492,1368,706,627,907,465,393,903,448,409,906,472,395,907,480,388
32003005552,897,489,345,907,512,354,1033,600,411,759,428,290,760,415,300,767,437,298,766,440,300
32003003037,526,241,251,538,231,292,595,263,328,518,218,279,515,193,295,524,214,290,522,214,289
32003003375,1192,530,597,1217,546,602,1465,681,762,1018,467,501,1013,440,522,1020,476,514,1020,482,518
32003002661,1339,540,666,1359,564,711,1698,743,908,1178,523,586,1175,513,597,1183,535,599,1180,548,584
32003006703,570,331,193,582,349,196,1331,802,490,634,404,199,631,387,205,639,410,198,640,412,204
32003004586,1329,902,331,1340,917,353,1641,1105,503,1141,809,271,1147,802,283,1150,811,277,1147,827,274
32003004633,892,526,275,911,550,305,1025,626,381,705,444,223,701,422,242,710,441,231,711,455,221
32007000001,465,107,278,475,125,283,518,134,361,332,88,200,333,85,218,333,76,221,333,82,223
32021000008,22,5,15,22,4,14,28,4,24,18,8,6,18,4,6,18,6,9,18,6,12
32007000025,687,101,526,692,92,561,823,123,695,541,77,421,540,72,433,541,65,446,540,73,443
32003001513,1342,487,780,1367,532,759,1636,626,975,1213,466,687,1212,452,707,1221,475,701,1225,477,713
32003001611,898,548,267,935,605,278,1224,775,431,756,491,222,752,478,237,758,498,218,758,509,222
32003001727,1832,734,991,1854,774,990,2169,959,1174,1626,721,841,1628,691,875,1636,724,867,1638,729,867
32003004642,471,351,81,488,378,92,545,379,154,355,260,70,355,256,74,356,262,71,355,269,75
32003004585,634,458,126,648,475,141,699,506,172,468,336,88,469,327,111,474,330,103,475,350,103
32003001693,419,149,251,429,138,270,601,202,388,385,137,233,385,130,238,386,123,243,386,142,232
32003001550,741,302,403,752,311,405,885,354,515,678,273,370,678,268,382,685,299,369,686,285,381
32003001720,791,349,397,798,349,421,913,421,479,763,345,389,766,319,409,766,330,409,766,346,389
32003003780,1205,541,574,1224,551,596,1404,641,728,1016,487,476,1012,446,525,1022,484,498,1019,478,511
32003003757,705,230,446,711,211,458,933,331,584,643,223,396,642,193,415,644,211,417,644,204,426
32003001703,1027,596,322,1048,658,332,1436,907,508,831,554,233,829,551,240,834,564,232,833,566,225
32003007706,824,400,350,834,392,399,999,503,479,692,345,300,695,317,321,699,353,297,701,361,304
32019000032,714,246,399,716,232,418,769,272,470,473,185,258,473,153,290,474,162,274,475,164,277
32019000035,191,66,108,191,57,118,270,78,185,184,60,113,184,45,124,184,47,119,184,51,120
32019000031,497,115,337,500,116,343,699,196,488,421,120,279,419,90,304,421,95,296,422,103,299
32001000003,464,110,313,464,114,303,539,151,351,384,119,226,380,94,257,385,96,260,386,99,269
32031001014,1067,588,436,1068,586,391,1212,723,458,1047,624,370,1045,521,458,1049,589,417,1050,598,419
32003002644,982,323,604,1000,308,650,1227,383,826,867,287,547,869,270,582,871,285,566,870,276,575
32003003988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003005047,1025,468,480,1046,504,475,1423,729,677,858,422,405,863,399,429,867,428,417,869,436,413
32003006731,826,385,383,845,406,404,1161,591,553,700,355,305,698,343,310,703,375,301,701,374,307
32003003416,1030,480,446,1043,496,477,1295,687,587,836,458,319,836,442,340,838,452,336,836,470,331
32003005014,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32019000036,328,93,207,327,80,221,362,109,247,248,73,152,248,60,166,251,66,161,251,73,159
32019000024,432,100,270,437,93,308,553,139,389,364,104,224,360,85,247,365,86,243,365,97,238
32031007407,888,231,589,895,221,606,1094,289,784,771,224,475,769,177,523,774,210,517,771,216,520
32031006400,703,293,380,707,264,364,780,350,406,602,293,276,601,244,321,604,269,313,605,280,309
32031008102,34,16,11,34,16,12,28,16,11,32,19,10,32,19,10,32,20,10,32,21,10
32003007604,933,356,499,949,355,534,1067,389,663,810,317,450,811,299,468,809,331,449,812,322,450
32031005049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031007412,404,208,152,405,224,151,522,319,190,345,202,117,347,184,131,347,189,128,344,193,123
32029000015,20,1,19,21,1,18,13,3,8,13,1,12,13,1,12,13,2,11,13,1,12
32031007537,105,37,51,106,44,51,141,59,75,70,38,29,71,33,30,71,36,31,71,36,30
32031003005,62,42,15,63,42,15,53,33,17,45,26,13,44,29,12,44,28,11,45,30,12
32031002047,740,320,371,752,339,354,869,436,402,677,352,295,678,318,315,682,347,312,681,355,302
32031008260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031004019,628,323,236,631,322,246,938,464,436,558,288,218,557,267,240,560,290,233,560,294,234
32031005005,604,350,179,618,364,209,705,379,304,474,289,145,477,269,161,480,273,162,484,287,168
32031007431,67,12,51,67,12,50,82,21,59,69,18,43,69,11,49,69,15,50,69,14,52
32005ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031004023,466,228,189,471,220,208,599,304,269,393,220,142,392,186,174,398,197,161,396,217,159
32031008112,72,31,36,74,29,29,77,35,36,62,27,29,62,26,33,62,25,32,63,28,29
32031003026,1087,541,456,1100,542,455,1235,671,512,968,512,401,969,441,450,975,479,442,976,502,422
32031008264,255,93,148,257,94,146,277,95,175,232,91,124,232,83,135,232,89,136,232,85,140
32031001056,797,399,359,806,410,314,964,561,366,745,436,274,743,367,318,746,413,307,747,435,291
32031003017,739,481,189,755,518,193,877,621,243,610,415,145,616,390,167,621,393,168,623,416,158
32031006101,151,111,18,155,113,27,198,143,48,117,86,22,117,88,21,118,87,25,118,94,21
32031001007,1113,517,551,1121,546,490,1244,688,522,1058,551,475,1063,472,531,1067,537,503,1066,536,516
32031005006,1021,622,323,1026,639,280,1105,769,306,917,631,242,924,565,291,927,626,265,928,620,269
32031007578,114,17,93,116,14,93,146,34,109,124,26,86,125,22,87,125,23,98,125,22,93
32031001036,570,384,153,572,380,147,657,462,170,527,395,112,530,369,129,535,391,127,532,399,116
32031005048,15,7,7,16,7,9,139,45,91,16,10,6,16,9,6,16,10,6,16,7,8
32031009109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031006100,677,416,167,692,433,207,829,526,281,573,385,147,572,357,175,577,373,160,577,385,157
32005000001,654,154,471,657,155,467,874,213,648,658,159,460,658,133,481,663,156,480,663,156,482
32031008245,331,124,175,335,117,190,352,139,201,298,123,154,299,99,173,300,104,174,299,119,156
32031006319,712,294,386,716,279,380,974,453,498,719,298,379,717,262,408,724,287,413,724,294,407
32031001038,440,242,184,444,248,166,447,277,168,420,249,161,418,225,184,421,240,173,423,248,171
32031002043,3,1,2,3,2,1,5,4,1,3,2,1,3,2,1,3,2,1,3,2,1
32031006302,608,285,244,612,299,242,725,414,287,471,257,177,470,221,184,472,254,182,475,260,180
32031006313,956,434,471,959,440,452,1089,534,531,831,431,363,830,368,401,839,419,382,839,422,389
32031004056,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003007624,919,440,400,937,472,388,1330,737,568,934,515,364,931,490,389,935,516,373,936,524,377
32003002440,1314,585,662,1341,575,734,1484,670,798,1254,554,649,1254,527,684,1268,561,662,1262,566,660
32003007341,582,362,151,590,395,155,660,448,197,420,282,111,418,280,117,419,288,101,420,292,105
32003002622,798,340,403,816,335,420,982,435,521,687,299,348,681,285,369,688,309,364,689,305,369
32003001687,985,489,405,997,509,419,1200,623,548,832,430,348,828,408,368,837,435,353,835,432,360
32003006601,1125,537,435,1145,541,499,1261,664,572,855,455,341,858,419,365,864,453,353,863,461,346
32003006631,634,285,298,651,291,314,721,361,341,545,254,262,547,244,271,548,256,262,550,267,259
32003006625,703,277,377,713,297,368,798,352,436,628,268,330,627,247,344,629,271,338,627,268,339
32003003703,16,8,7,16,8,8,21,7,14,15,8,7,14,8,6,15,8,7,15,8,7
32003007572,718,330,290,726,356,318,957,461,458,611,305,260,610,295,274,614,286,265,615,304,261
32003002409,1374,825,463,1405,875,464,1684,1034,603,1134,725,352,1136,717,372,1138,731,365,1139,738,348
32003002737,825,601,160,835,622,165,993,745,218,593,463,91,590,468,96,596,468,98,595,476,92
32003003766,602,255,300,607,260,315,697,310,380,547,237,272,546,223,295,549,235,291,551,245,288
32003006658,1196,539,571,1223,598,570,2118,1051,1036,1140,566,518,1133,541,545,1144,587,518,1141,585,526
32003001510,820,228,567,825,265,528,959,332,617,743,223,498,742,213,513,745,236,500,747,228,514
32003005395,405,191,181,414,179,222,512,242,267,387,187,181,390,170,199,390,189,175,391,182,177
32003005636,627,355,196,637,382,230,788,462,312,504,279,190,506,255,217,504,286,188,506,290,189
32003006469,999,479,437,1019,502,448,1383,724,627,913,505,357,910,487,377,916,506,366,918,517,365
32003003845,136,49,70,136,50,78,150,56,90,114,43,69,113,40,71,114,43,68,114,43,71
32003003815,610,375,171,627,392,187,757,460,279,477,296,147,476,281,156,480,292,149,481,304,142
32003002701,1155,487,541,1171,480,606,1324,559,735,979,430,496,978,401,528,984,416,508,984,426,509
32003003717,482,151,312,486,135,330,539,164,372,451,141,286,449,118,311,450,141,291,450,144,296
32003001302,1189,664,405,1215,691,447,2065,1180,842,1273,766,419,1269,725,445,1277,775,421,1280,781,428
32003001346,1086,480,507,1094,495,542,1232,543,667,913,450,400,912,424,435,916,456,414,916,456,417
32003004592,104,82,13,103,86,14,97,72,24,58,49,5,59,48,6,58,51,6,57,51,6
32003001367,1269,700,424,1292,754,444,1664,966,670,1007,606,337,1003,587,358,1013,603,357,1016,622,343
32003003787,1031,480,440,1058,491,501,1267,654,577,940,510,371,940,490,384,944,492,391,942,515,390
32003003753,2,2,0,2,2,0,171,111,55,70,48,19,69,47,20,70,51,14,70,51,17
32003003769,784,390,319,798,404,347,923,476,431,694,366,284,690,344,302,699,370,308,698,382,296
32003007551,819,204,570,831,184,617,935,245,666,759,193,524,756,187,537,762,201,527,761,202,532
32003005003,149,101,33,150,104,34,142,97,42,95,61,27,93,61,27,95,60,29,95,60,31
32003005651,202,85,100,207,87,107,277,118,156,180,89,78,180,87,84,180,94,74,180,92,75
32003005649,395,165,197,399,167,208,928,405,513,581,235,322,578,225,330,583,245,322,584,243,322
32003005650,1266,531,629,1285,534,669,1942,915,986,1208,573,574,1203,542,602,1213,577,583,1213,576,583
32021000012,156,31,112,155,35,109,167,36,124,147,43,99,147,26,110,147,29,113,147,31,111
32003002733,682,398,224,696,423,216,777,480,282,564,352,160,567,335,183,567,342,182,569,354,177
32003002126,396,198,145,406,216,167,435,228,198,296,172,101,295,154,120,298,160,117,297,169,112
32003002666,1602,855,657,1625,890,640,2963,1670,1236,1471,809,583,1469,783,611,1476,826,600,1480,820,618
32003003715,184,65,113,185,52,124,194,63,128,158,55,95,157,54,98,159,58,97,160,57,101
32003004563,424,270,113,426,291,116,426,258,160,297,188,93,299,193,98,300,182,99,300,188,100
32003003804,897,566,237,924,583,294,1045,657,360,752,486,215,759,489,226,760,511,211,763,525,208
32003002436,1,0,1,1,0,1,2,0,2,1,0,1,1,0,1,1,0,1,1,0,1
32003002447,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32003004568,97,68,21,99,73,24,105,82,20,57,42,10,58,44,11,60,47,10,60,46,11
32003004555,638,481,89,650,511,107,723,540,165,484,367,82,482,353,91,481,366,81,486,388,79
32003001343,707,305,351,727,297,391,852,362,473,589,268,296,593,264,305,595,274,298,596,269,306
32003005504,814,425,339,822,432,328,901,474,407,678,354,278,683,333,308,684,365,285,685,374,281
32003005029,773,509,179,799,552,208,943,643,273,559,356,146,561,365,157,567,361,151,571,384,152
32003007356,633,229,347,639,223,369,719,244,454,576,213,332,574,192,355,575,192,343,577,211,328
32003005323,869,606,167,890,640,197,924,630,275,620,449,129,621,429,148,623,436,141,624,458,129
32003003609,1082,332,678,1090,337,685,1340,448,861,955,331,569,955,315,588,960,341,590,960,327,596
32003002917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001691,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32003001683,1073,574,386,1089,603,422,1314,757,527,852,509,294,849,488,310,854,504,301,855,512,299
32003003464,991,378,554,1003,373,587,1097,483,605,875,365,472,871,344,494,881,358,494,879,370,477
32003005570,837,437,318,870,446,391,1084,554,514,702,368,285,702,361,300,706,355,295,706,373,281
32003002503,12,4,7,12,4,7,7,2,5,8,2,6,8,3,5,8,2,6,8,2,6
32003005430,841,514,243,870,544,269,1024,646,354,683,454,186,685,445,213,688,460,192,689,489,180
32003007703,779,369,352,792,394,355,955,483,453,650,341,274,650,329,281,652,341,277,653,351,275
32003007411,1088,554,429,1109,578,470,1311,705,574,905,503,346,909,475,371,909,518,340,908,519,350
32003003785,590,361,178,601,363,194,752,489,240,460,301,134,457,284,137,462,295,139,462,302,137
32003006522,747,274,448,762,305,432,887,379,497,692,278,387,689,271,397,699,321,368,698,298,386
32003001751,901,233,597,917,227,659,1201,341,841,882,252,595,881,232,606,886,256,600,889,250,598
32003005425,698,439,202,716,444,236,816,514,284,540,356,157,538,340,168,543,357,162,541,361,154
32003005622,359,214,107,365,230,117,488,336,140,272,178,63,272,171,73,274,185,76,272,180,79
32003003535,61,20,38,61,17,36,66,20,45,57,16,37,56,17,33,57,13,42,57,19,35
32003003585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003584,1,0,1,1,0,1,2,0,2,1,0,1,1,0,0,1,0,1,1,0,1
32003003583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003734,1137,458,608,1167,514,589,1379,616,736,976,451,489,975,421,517,985,456,500,983,459,496
32003005393,712,352,299,721,363,318,802,420,359,633,309,291,632,291,307,637,314,290,636,325,282
32003002621,1185,535,539,1203,548,548,1429,662,731,973,476,425,972,470,448,976,485,441,976,490,445
32003003771,647,348,237,658,356,265,788,435,338,545,312,209,543,304,207,545,321,208,544,320,207
32003006728,1339,506,775,1356,539,743,2287,915,1337,1416,558,795,1414,539,822,1428,606,791,1431,576,831
32003006729,450,184,221,458,201,232,547,283,256,404,193,195,406,183,210,408,196,199,408,199,199
32003004613,1,0,1,1,0,1,1,1,0,3,3,0,3,3,0,3,3,0,3,3,0
32019000011,892,246,603,896,236,616,1116,318,778,816,237,541,814,197,564,820,227,557,820,231,569
32019000027,989,234,673,997,230,704,1270,336,894,840,214,560,834,167,606,844,186,594,845,198,601
32005000028,484,100,363,488,103,344,854,222,608,573,113,426,573,95,458,575,91,454,575,106,446
32031003016,928,612,240,936,623,240,1163,762,377,753,517,195,761,485,213,765,503,212,771,526,206
32031002009,260,153,68,264,164,75,298,205,88,188,122,49,187,118,50,188,117,51,189,126,54
32031007316,751,378,274,759,397,304,823,435,357,539,317,177,537,295,186,542,296,184,542,304,184
32031006314,531,240,251,536,231,263,569,280,276,434,222,193,437,196,210,437,214,200,437,221,196
32031001008,299,180,102,303,177,117,382,246,128,275,173,85,275,147,101,275,179,85,276,174,95
32031006303,41,23,14,42,23,17,134,89,40,29,17,12,29,14,15,29,15,13,29,16,12
32031003001,378,224,101,381,241,108,430,254,161,279,184,67,280,170,78,280,180,74,281,188,73
32031007503,35,16,14,35,15,17,31,17,13,29,16,10,28,11,13,28,11,12,29,13,11
